claim_id,traveller_name,traveller_type,purpose_of_travel,date,departure,destination,mp_office
T0203222,"Simard, Mario",Member,To attend a constituency or community event,2020/07/16,Saguenay,Saguenay,"Simard, Mario"
T0203218,"Simard, Mario",Member,To attend a constituency or community event,2020/07/13,Saguenay,Saguenay,"Simard, Mario"
T0203218,"Simard, Mario",Member,To attend a constituency or community event,2020/07/13,Saguenay,Saguenay,"Simard, Mario"
T0203222,"Simard, Mario",Member,To attend a constituency or community event,2020/07/16,Saguenay,Saguenay,"Simard, Mario"
T0203218,"Simard, Mario",Member,To attend a constituency or community event,2020/07/13,Saguenay,Saguenay,"Simard, Mario"
T0203222,"Simard, Mario",Member,To attend a constituency or community event,2020/07/16,Saguenay,Saguenay,"Simard, Mario"
T0203222,"Simard, Mario",Member,To attend a constituency or community event,2020/07/16,Saguenay,Saguenay,"Simard, Mario"
T0203218,"Simard, Mario",Member,To attend a constituency or community event,2020/07/14,Saguenay,Saguenay,"Simard, Mario"
T0203218,"Simard, Mario",Member,To attend a constituency or community event,2020/07/14,Saguenay,Saguenay,"Simard, Mario"
T0203222,"Simard, Mario",Member,To attend a constituency or community event,2020/07/17,Saguenay,Larouche,"Simard, Mario"
T0203222,"Simard, Mario",Member,To attend a constituency or community event,2020/07/17,Larouche,Saguenay,"Simard, Mario"
T0203218,"Simard, Mario",Member,To attend a constituency or community event,2020/07/14,Saguenay,Saguenay,"Simard, Mario"
T0203218,"Simard, Mario",Member,To attend a constituency or community event,2020/07/15,Saguenay,Labrecque,"Simard, Mario"
T0203218,"Simard, Mario",Member,To attend a constituency or community event,2020/07/15,Labrecque,Saguenay,"Simard, Mario"
T0203450,"Simard, Mario",Member,To travel to/from constituency and Ottawa,2020/07/19,Jonquière,Ottawa,"Simard, Mario"
T0203450,"Simard, Mario",Member,To travel to/from constituency and Ottawa,2020/07/23,Ottawa,Jonquière,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/07/29,Saguenay,Normandin,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/08/04,Saint-Henri-de-Taillon,Alma,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/08/04,Alma,Saguenay,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/08/06,Saguenay,Sainte-Rose-du-Nord,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/08/06,Sainte-Rose-du-Nord,Saguenay,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/08/06,Sainte-Rose-du-Nord,Sainte-Rose-du-Nord,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/08/06,Sainte-Rose-du-Nord,Sainte-Rose-du-Nord,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/07/29,Normandin,Saint-Gédéon,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend a constituency or community event,2020/07/29,Saint-Gédéon,Saguenay,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/07/30,Saguenay,Saguenay,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/07/30,Saguenay,Saint-Fulgence,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/07/30,Saint-Fulgence,Saguenay,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend a constituency or community event,2020/07/31,Saguenay,Saguenay,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend a constituency or community event,2020/07/31,Saguenay,Saguenay,"Simard, Mario"
T0203585,"Simard, Mario",Member,To attend meetings about constituency issues,2020/08/03,Saguenay,Saint-Henri-de-Taillon,"Simard, Mario"
T0203138,"Simard, Mario",Member,Secondary Residence,2020/07/23,Gatineau,Gatineau,"Simard, Mario"
T0203591,"Dubé, Caroline",Employee,Attending event with Member,2020/07/30,Saguenay,Saint-Fulgence,"Simard, Mario"
T0203591,"Dubé, Caroline",Employee,Attending event with Member,2020/07/30,Saint-Fulgence,Saguenay,"Simard, Mario"
T0203591,"Dubé, Caroline",Employee,To attend a constituency or community event,2020/08/06,Jonquière,Sainte-Rose-du-Nord,"Simard, Mario"
T0203710,"Maltais-Guilbault, Philippe",Employee,To travel to/from constituency and Ottawa,2020/07/28,Ottawa,Jonquière,"Simard, Mario"
T0203710,"Maltais-Guilbault, Philippe",Employee,To travel to/from constituency and Ottawa,2020/07/31,Jonquière,Ottawa,"Simard, Mario"
T0204431,"Simard, Mario",Member,Secondary Residence,2020/08/01,Gatineau,Gatineau,"Simard, Mario"
T0203886,"Simard, Mario",Member,To travel to/from constituency and Ottawa,2020/08/09,Jonquière,Ottawa,"Simard, Mario"
T0203886,"Simard, Mario",Member,To travel to/from constituency and Ottawa,2020/08/13,Ottawa,Jonquière,"Simard, Mario"
T0203879,"Dubé, Caroline",Employee,To travel to/from constituency and Ottawa,2020/08/10,Jonquière,Ottawa,"Simard, Mario"
T0203879,"Dubé, Caroline",Employee,To travel to/from constituency and Ottawa,2020/08/12,Ottawa,Jonquière,"Simard, Mario"
T0203878,"Maltais-Guilbault, Philippe",Employee,To attend a constituency or community event,2020/08/13,Jonquière,Saint-Ambroise,"Simard, Mario"
T0203877,"Chaumont, Mélanie",Employee,To attend a constituency or community event,2020/08/13,Jonquière,Saint-Ambroise,"Simard, Mario"
T0203880,"Dubé, Caroline",Employee,To attend a constituency or community event,2020/08/13,Saguenay,"Saint-Ambroise, Quebec","Simard, Mario"
T0203875,"Bourassa, Sandrine",Employee,To attend a constituency or community event,2020/08/12,Saguenay,Saguenay,"Simard, Mario"
T0203880,"Dubé, Caroline",Employee,To attend a constituency or community event,2020/08/13,"Saint-Ambroise, Quebec",Saguenay,"Simard, Mario"
T0203875,"Bourassa, Sandrine",Employee,To attend a constituency or community event,2020/08/12,Saguenay,Saguenay,"Simard, Mario"
T0203875,"Bourassa, Sandrine",Employee,To attend a constituency or community event,2020/08/13,Saguenay,"Saint-Ambroise, Quebec","Simard, Mario"
T0203875,"Bourassa, Sandrine",Employee,To attend a constituency or community event,2020/08/13,"Saint-Ambroise, Quebec",Saguenay,"Simard, Mario"
T0204099,"Simard, Mario",Member,To attend a national caucus meeting,2020/08/16,Jonquière,Forestville,"Simard, Mario"
T0204099,"Simard, Mario",Member,To attend a national caucus meeting,2020/08/20,Bonaventure,Jonquière,"Simard, Mario"
T0204106,"Simard, Mario",Member,To attend meetings with stakeholders about business of the House,2020/08/21,Jonquière,Québec,"Simard, Mario"
T0203805,"Simard, Mario",Member,Secondary Residence,2020/08/23,Gatineau,Gatineau,"Simard, Mario"
T0204493,"Simard, Mario",Member,To attend a conference,2020/08/25,Jonquière,Mont-Laurier,"Simard, Mario"
T0204493,"Simard, Mario",Member,To attend a conference,2020/08/26,Mont-Laurier,Jonquière,"Simard, Mario"
T0204432,"Bourassa, Sandrine",Employee,Attending event with Member,2020/08/31,Saguenay,Saint-Gédéon,"Simard, Mario"
T0204503,"Dubé, Caroline",Employee,To attend meetings with stakeholders about business of the House,2020/09/01,Saguenay,Alma,"Simard, Mario"
T0204433,"Maltais-Guilbault, Philippe",Employee,Attending event with Member,2020/08/31,Jonquière,Saint-Gédéon,"Simard, Mario"
T0204434,"Chaumont, Mélanie",Employee,Attending event with Member,2020/08/31,Jonquière,Saint-Gédéon,"Simard, Mario"
T0204433,"Maltais-Guilbault, Philippe",Employee,Attending event with Member,2020/09/02,Jonquière,Sainte-Rose-du-Nord,"Simard, Mario"
T0204503,"Dubé, Caroline",Employee,To attend meetings with stakeholders about business of the House,2020/09/01,Alma,Saint-Gédéon,"Simard, Mario"
T0204432,"Bourassa, Sandrine",Employee,Attending event with Member,2020/08/31,Saint-Gédéon,Saguenay,"Simard, Mario"
T0204503,"Dubé, Caroline",Employee,To attend meetings with stakeholders about business of the House,2020/09/01,Saint-Gédéon,Saint-Félicien,"Simard, Mario"
T0204432,"Bourassa, Sandrine",Employee,Attending event with Member,2020/09/01,Saguenay,Alma,"Simard, Mario"
T0204432,"Bourassa, Sandrine",Employee,Attending event with Member,2020/09/01,Alma,Saguenay,"Simard, Mario"
T0204503,"Dubé, Caroline",Employee,Attending event with Member,2020/09/01,Saint-Félicien,Normandin,"Simard, Mario"
T0204503,"Dubé, Caroline",Employee,Attending event with Member,2020/09/01,Normandin,Saguenay,"Simard, Mario"
T0204498,"Simard, Mario",Member,To attend meetings with stakeholders about business of the House,2020/08/31,Saguenay,Saguenay,"Simard, Mario"
T0204498,"Simard, Mario",Member,To attend meetings with stakeholders about business of the House,2020/08/31,Saguenay,Saguenay,"Simard, Mario"
T0204498,"Simard, Mario",Member,To attend meetings with stakeholders about business of the House,2020/08/31,Saguenay,Saguenay,"Simard, Mario"
T0204498,"Simard, Mario",Member,To attend meetings with stakeholders about business of the House,2020/08/31,Saguenay,Saint-Gédéon,"Simard, Mario"
T0204498,"Simard, Mario",Member,To attend meetings with stakeholders about business of the House,2020/08/31,Saint-Gédéon,Saguenay,"Simard, Mario"
T0204498,"Simard, Mario",Member,To attend meetings with stakeholders about business of the House,2020/09/02,Saguenay,Saguenay,"Simard, Mario"
T0204498,"Simard, Mario",Member,To attend meetings with stakeholders about business of the House,2020/09/02,Saguenay,Sainte-Rose-du-Nord,"Simard, Mario"
T0204498,"Simard, Mario",Member,To attend meetings with stakeholders about business of the House,2020/09/02,Sainte-Rose-du-Nord,Saint-Fulgence,"Simard, Mario"
T0204498,"Simard, Mario",Member,To attend meetings with stakeholders about business of the House,2020/09/02,Saint-Fulgence,Saguenay,"Simard, Mario"
T0204990,"Simard, Mario",Member,To attend a regional or provincial caucus meeting,2020/09/07,Jonquière,Saint-Hyacinthe,"Simard, Mario"
T0204990,"Simard, Mario",Member,To attend a regional or provincial caucus meeting,2020/09/08,Saint-Hyacinthe,Jonquière,"Simard, Mario"
T0205062,"Simard, Mario",Member,To travel to/from constituency and Ottawa,2020/09/14,Jonquière,Ottawa,"Simard, Mario"
T0205062,"Simard, Mario",Member,To travel to/from constituency and Ottawa,2020/09/15,Ottawa,Jonquière,"Simard, Mario"
T0205320,"Chaumont, Mélanie",Employee,To conduct constituency office business,2020/09/21,Jonquière,Chicoutimi,"Simard, Mario"
T0205321,"Dubé, Caroline",Employee,To represent the Member at an event,2020/09/21,Saguenay,Saguenay,"Simard, Mario"
T0205321,"Dubé, Caroline",Employee,To represent the Member at an event,2020/09/21,Saguenay,Saguenay,"Simard, Mario"
T0205321,"Dubé, Caroline",Employee,To represent the Member at an event,2020/09/22,Saguenay,Saguenay,"Simard, Mario"
T0205321,"Dubé, Caroline",Employee,To represent the Member at an event,2020/09/22,Saguenay,Saguenay,"Simard, Mario"
T0205321,"Dubé, Caroline",Employee,To conduct constituency office business,2020/09/22,Saguenay,Alma,"Simard, Mario"
T0205321,"Dubé, Caroline",Employee,To conduct constituency office business,2020/09/22,Alma,Saguenay,"Simard, Mario"
T0205321,"Dubé, Caroline",Employee,To represent the Member at an event,2020/09/24,Saguenay,Saint-Ambroise,"Simard, Mario"
T0205321,"Dubé, Caroline",Employee,To represent the Member at an event,2020/09/24,Saint-Ambroise,Saguenay,"Simard, Mario"
T0205394,"Simard, Mario",Member,To travel to/from constituency and Ottawa,2020/09/22,Jonquière,Ottawa,"Simard, Mario"
T0205394,"Simard, Mario",Member,To travel to/from constituency and Ottawa,2020/09/25,Ottawa,Jonquière,"Simard, Mario"
T0204985,"Simard, Mario",Member,Secondary Residence,2020/09/23,Gatineau,Gatineau,"Simard, Mario"
T0202164,"Simms, Scott",Member,To travel to/from constituency and Ottawa,2020/06/01,Gander,Ottawa,"Simms, Scott"
T0202550,"Simms, Scott",Member,Secondary Residence,2020/06/18,Ottawa,Ottawa,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend a constituency or community event,2020/07/01,Gander,Glenwood,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend a constituency or community event,2020/07/01,Glenwood,Lewisporte,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend a constituency or community event,2020/07/01,Lewisporte,Botwood,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend a constituency or community event,2020/07/01,Botwood,Bishop's Falls,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend a constituency or community event,2020/07/01,Bishop's Falls,Grand Falls-Windsor,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/02,Fleur de Lys,Baie Verte,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/02,Baie Verte,Coachman's Cove,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/02,Coachman's Cove,Baie Verte,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend a constituency or community event,2020/07/03,Baie Verte,Sandy Point,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend meetings about constituency issues,2020/06/26,Middle Arm,Smith's Harbour,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend meetings about constituency issues,2020/06/26,Smith's Harbour,Sandy Point,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend meetings about constituency issues,2020/06/29,Cottlesville,Grand Falls-Windsor,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend meetings about constituency issues,2020/06/29,Grand Falls-Windsor,Sandy Point,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend a constituency or community event,2020/06/30,Grand Falls-Windsor,Sandy Point,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend a constituency or community event,2020/07/01,Twillingate,Gander,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend meetings about constituency issues,2020/06/26,Sandy Point,Middle Arm,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/02,Sandy Point,Fleur de Lys,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend meetings about constituency issues,2020/06/29,Sandy Point,Cottlesville,"Simms, Scott"
T0202826,"Simms, Scott",Member,To attend a constituency or community event,2020/06/30,Sandy Point,Twillingate,"Simms, Scott"
T0203644,"Simms, Scott",Member,To travel to/from constituency and Ottawa,2020/07/01,Gander,Ottawa,"Simms, Scott"
T0203156,"Simms, Scott",Member,To attend a constituency or community event,2020/07/06,Sandy Point,Springdale,"Simms, Scott"
T0203156,"Simms, Scott",Member,To attend a constituency or community event,2020/07/10,Springdale,Sandy Point,"Simms, Scott"
T0203156,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/07,Sandy Point,Grand Falls-Windsor,"Simms, Scott"
T0203156,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/10,Sandy Point,Gander,"Simms, Scott"
T0203156,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/10,Gander,Sandy Point,"Simms, Scott"
T0203393,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/17,Sandy Point,Grand Falls-Windsor,"Simms, Scott"
T0203393,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/17,Grand Falls-Windsor,Sandy Point,"Simms, Scott"
T0203393,"Simms, Scott",Member,To attend a regional or provincial caucus meeting,2020/07/18,Sandy Point,St. John's,"Simms, Scott"
T0203393,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/21,St. John's,St. John's,"Simms, Scott"
T0203393,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/21,St. John's,St. John's,"Simms, Scott"
T0203393,"Simms, Scott",Member,To attend a regional or provincial caucus meeting,2020/09/23,St. Johns,Sandy Point,"Simms, Scott"
T0203898,"Simms, Scott",Member,Secondary Residence,2020/07/18,Ottawa,Ottawa,"Simms, Scott"
T0203471,"Higgins, Kevin",Employee,To attend a constituency or community event,2020/07/19,Gander,Twillingate,"Simms, Scott"
T0203471,"Higgins, Kevin",Employee,To attend a constituency or community event,2020/07/19,Twillingate,Gander,"Simms, Scott"
T0203520,"Hooper, Cindy",Employee,To attend a regional or provincial caucus meeting,2020/07/19,Bishop's Falls,St. John's,"Simms, Scott"
T0203520,"Hooper, Cindy",Employee,To attend a regional or provincial caucus meeting,2020/07/22,St. John's,Bishop's Falls,"Simms, Scott"
T0203520,"Hooper, Cindy",Employee,To attend meetings about constituency issues,2020/07/29,Bishop's Falls,Gander,"Simms, Scott"
T0203520,"Hooper, Cindy",Employee,To attend meetings about constituency issues,2020/07/29,Gander,Bishop's Falls,"Simms, Scott"
T0203521,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/24,Sandy Point,Grand Falls-Windsor,"Simms, Scott"
T0203521,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/30,Sandy Point,Grand Falls-Windsor,"Simms, Scott"
T0203521,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/30,Grand Falls-Windsor,Sandy Point,"Simms, Scott"
T0203521,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/24,Grand Falls-Windsor,Sandy Point,"Simms, Scott"
T0203521,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/28,Sandy Point,Twillingate,"Simms, Scott"
T0203521,"Simms, Scott",Member,To attend meetings about constituency issues,2020/07/28,Twillingate,Indian Cove,"Simms, Scott"
